Dates,byd_335,teja,lca_334,g_274,arrivals(tons),sales(tones),t_max_(o_c),t_min_(o_c),rainfall_(mm),area__('000_hectares),production('000_tonnes)
05-12-2012,99000,71800,60800,99000,12,9,32.5,19.6,0,16.4,52.6
06-12-2012,99000,71800,60800,99000,9,12,35.7,19.7,0,16.4,52.6
07-12-2012,99000,71800,60800,99000,8,13,35.3,19.3,0,16.4,52.6
08-12-2012,99000,71800,60800,99000,12,14,36.5,24.7,0,16.4,52.6
09-12-2012,95800,71912,58800,95800,9,17,36.7,19.6,0,16.4,52.6
10-12-2012,95800,71912,58800,95800,9,17,36.7,25.5,0,16.4,52.6
11-12-2012,95800,71912,58800,95800,12,16,38,25.5,0,16.4,52.6
12-12-2012,95800,71912,58800,95800,9,18,38.4,25.6,0,16.4,52.6
13-12-2012,95800,71912,58800,95800,9,13,40.1,23.5,0,16.4,52.6
14-12-2012,95800,71912,58800,95800,9,14,39.3,23.8,0,16.4,52.6
15-12-2012,95800,71912,58800,95800,8,9,39.2,24.4,0.4,16.4,52.6
16-12-2012,76000,71191,60800,76000,6,9,41.4,30.3,0,16.4,52.6
17-12-2012,76000,71191,60800,76000,9,9,41.3,30.4,0,16.4,52.6
18-12-2012,76000,71191,60800,76000,9,5,41,30,4,15.4,91.2
19-12-2012,76000,71191,60800,76000,12,5,42,30.9,31.7,15.4,91.2
20-12-2012,76000,71191,60800,76000,15,8,37.5,29.2,19.4,15.4,91.2
21-12-2012,76000,71191,60800,76000,12,12,37.1,24.9,1,15.4,91.2
22-12-2012,76000,71191,60800,76000,13,12,35.5,24.4,11.8,15.4,91.2
23-12-2012,77191,74191,62300,77191,14,12,38.9,24.3,35.3,15.4,91.2
24-12-2012,77191,74191,62300,77191,16,9,35.8,24.6,24.3,15.4,91.2
25-12-2012,77191,74191,62300,77191,16,12,32.6,25.7,24.4,15.4,91.2
26-12-2012,77191,74191,62300,77191,13,9,34.1,23.1,19.4,15.4,91.2
27-12-2012,77191,74191,62300,77191,11,5,34.1,23.8,11.8,15.4,91.2
28-12-2012,77191,74191,62300,77191,11,6,36.6,25.9,41.8,15.4,91.2
29-12-2012,77191,74191,62300,77191,9,5,35.4,25.2,57.1,15.4,91.2
30-12-2012,76400,77191,62400,76400,9,6,35.6,23.6,19.7,15.4,91.2
31-12-2012,76400,77191,62400,76400,11,4,33.8,25.6,6,15.4,91.2
01-01-2013,76400,77191,62400,76400,13,3,37,23.3,73.6,15.4,91.2
02-01-2013,76400,77191,62400,76400,12,3,32.3,24.9,81.8,15.4,91.2
03-01-2013,76400,77191,62400,76400,5,3,32.4,24.9,76.6,15.4,91.2
04-01-2013,76400,77191,62400,76400,5,3,33.7,25.1,5.6,15.4,91.2
05-01-2013,76400,77191,62400,76400,11,4,32.9,25.2,61,15.4,91.2
06-01-2013,76000,76800,63000,76000,9,4,31.5,24.7,74.4,15.4,91.2
07-01-2013,76000,76800,63000,76000,7,4,31.1,24.4,40.6,15.4,91.2
08-01-2013,76000,76800,63000,76000,8,5,31.5,24.8,41,15.4,91.2
09-01-2013,76000,76800,63000,76000,7,3,33.1,19.4,0,15.4,91.2
10-01-2013,76000,76800,63000,76000,9,3,32.2,19.3,0,15.4,91.2
11-01-2013,76000,76800,63000,76000,8,3,31.7,19,0,15.4,91.2
12-01-2013,76000,76800,63000,76000,8,4,31,19.7,0,15.4,91.2
13-01-2013,76000,78000,59667,76000,8,6,30.4,19.9,1.6,15.4,91.2
14-01-2013,76000,78000,59667,76000,7,8,31.1,18.1,0,15.4,91.2
15-01-2013,76000,78000,59667,76000,6,8,31.3,18,0,15.4,91.2
16-01-2013,76000,78000,59667,76000,4,12,30.7,18.1,0,15.4,91.2
17-01-2013,76000,78000,59667,76000,5,9,29.7,19,7.6,15.4,91.2
18-01-2013,76000,78000,59667,76000,6,11,30.4,18.4,0,15.4,91.2
19-01-2013,76000,78000,59667,76000,7,7,31.1,18,0,15.4,91.2
20-01-2013,75000,77667,56750,75000,12,12,32.4,19.1,0,15.4,91.2
21-01-2013,75000,77667,56750,75000,11,13,32.5,19.5,0,15.4,91.2
22-01-2013,75000,77667,56750,75000,6,12,31.2,19.8,0,15.4,91.2
23-01-2013,75000,77667,56750,75000,6,17,33.4,19.2,4.8,15.4,91.2
24-01-2013,75000,77667,56750,75000,11,17,32.9,19.3,0,15.4,91.2
25-01-2013,75000,77667,56750,75000,9,19,33.8,19.6,0,15.4,91.2
26-01-2013,75000,77667,56750,75000,9,19,33.9,19.3,0.8,15.4,91.2
27-01-2013,71912,74000,57000,71912,8,25,35.4,19.9,0,15.4,91.2
28-01-2013,71912,74000,57000,71912,16,16,36.5,25.2,0,15.4,91.2
29-01-2013,71912,74000,57000,71912,19,9,37.1,23.4,0,15.4,91.2
30-01-2013,71912,74000,57000,71912,19,5,37.1,25.4,0,15.4,91.2
31-01-2013,71912,74000,57000,71912,19,5,36.5,23.1,0,15.4,91.2
01-02-2013,71912,74000,57000,71912,19,12,37.5,23.7,0,15.4,91.2
02-02-2013,71912,74000,57000,71912,19,11,37.6,23.2,2,15.4,91.2
03-02-2013,71912,74000,57750,71912,19,8,39,23.9,0,15.4,91.2
04-02-2013,71912,74000,57750,71912,19,8,42.5,30.7,0,15.4,91.2
05-02-2013,71912,74000,57750,71912,8,8,35.3,24.1,47.2,15.6,82.2
06-02-2013,71912,74000,57750,71912,4,4,36.2,23.7,46.8,15.6,82.2
07-02-2013,71912,74000,57750,71912,17,8,35.6,24.1,37.2,15.6,82.2
08-02-2013,71912,74000,57750,71912,19,11,33.9,23.5,19.4,15.6,82.2
09-02-2013,71912,74000,57750,71912,24,6,34.4,25.2,194.4,15.6,82.2
10-02-2013,71912,74000,58000,71912,14,5,33.5,24.4,35.8,15.6,82.2
11-02-2013,71912,74000,58000,71912,19,7,34.1,19.6,44.6,15.6,82.2
12-02-2013,71912,74000,58000,71912,16,8,33.9,24,33.4,15.6,82.2
13-02-2013,71912,74000,58000,71912,19,8,33,24.3,24.4,15.6,82.2
14-02-2013,71912,74000,58000,71912,19,8,29.6,19.8,71.8,15.6,82.2
15-02-2013,71912,74000,58000,71912,19,9,30.9,19.4,30.5,15.6,82.2
16-02-2013,71912,74000,58000,71912,19,9,35.1,24.6,1.3,15.6,82.2
17-02-2013,71912,74000,58000,71912,19,9,35.2,23.1,3.3,15.6,82.2
18-02-2013,71912,74000,58000,71912,19,7,33.7,24.9,82.8,15.6,82.2
19-02-2013,71912,74000,58000,71912,19,9,32.9,25,6.4,15.6,82.2
20-02-2013,71912,74000,58000,71912,19,8,32.9,19.5,80.3,15.6,82.2
21-02-2013,71912,74000,58000,71912,18,6,29.8,19.7,56.3,15.6,82.2
22-02-2013,71912,74000,58000,71912,19,9,29,19.5,75.9,15.6,82.2
23-02-2013,71912,74000,58000,71912,19,5,30.5,19.3,31.8,15.6,82.2
24-02-2013,91912,74000,64191,91912,15,7,31.8,19.4,0,15.6,82.2
25-02-2013,91912,74000,64191,91912,31,5,33,19.7,54.4,15.6,82.2
26-02-2013,91912,74000,64191,91912,19,7,31.2,19.7,0,15.6,82.2
27-02-2013,91912,74000,64191,91912,19,5,31.3,15.5,7.2,15.6,82.2
28-02-2013,91912,74000,64191,91912,19,6,31.3,15.4,0,15.6,82.2
01-03-2013,91912,74000,64191,91912,16,5,30.7,15.7,83.4,15.6,82.2
02-03-2013,91912,74000,64191,91912,19,6,29.9,15.7,0,15.6,82.2
03-03-2013,91912,87000,61912,91912,17,7,30.7,14.9,0,15.6,82.2
04-03-2013,91912,87000,61912,91912,16,7,30.3,13.4,0,15.6,82.2
05-03-2013,91912,87000,61912,91912,19,9,31.3,16.4,0,15.6,82.2
06-03-2013,91912,87000,61912,91912,12,9,30.1,15.2,0,15.6,82.2
07-03-2013,91912,87000,61912,91912,18,7,30.8,14.4,0,15.6,82.2
08-03-2013,91912,87000,61912,91912,16,8,30.7,11.9,0,15.6,82.2
09-03-2013,91912,87000,61912,91912,15,12,30.6,11,0,15.6,82.2
10-03-2013,91191,85000,61800,91191,11,12,30.3,13.6,0,15.6,82.2
11-03-2013,91191,85000,61800,91191,11,12,31,13.5,0,15.6,82.2
12-03-2013,91191,85000,61800,91191,12,11,31.3,19.7,0,15.6,82.2
13-03-2013,91191,85000,61800,91191,12,12,33.7,19.6,8,15.6,82.2
14-03-2013,91191,85000,61800,91191,6,15,36.5,19.8,0,15.6,82.2
15-03-2013,91191,85000,61800,91191,7,19,37.2,19.1,0,15.6,82.2
16-03-2013,91191,85000,61800,91191,8,15,37.2,19.3,0,15.6,82.2
17-03-2013,90000,85000,61190,90000,7,19,37.4,19.3,0,15.6,82.2
18-03-2013,90000,85000,61190,90000,12,19,40,19.2,0,15.6,82.2
19-03-2013,90000,85000,61190,90000,19,18,41.3,24.2,0,15.6,82.2
20-03-2013,90000,85000,61190,90000,30,24,36.6,25.5,40.3,15.6,82.2
21-03-2013,90000,85000,61190,90000,31,19,36.1,16.7,1,15.6,82.2
22-03-2013,90000,85000,61190,90000,18,16,36.3,15.7,0,15.6,82.2
23-03-2013,90000,85000,61190,90000,12,18,36.5,17.6,46.2,15.6,82.2
24-03-2013,90000,85000,61190,90000,4,8,39.2,19.2,8,15.6,82.2
25-03-2013,90000,85000,61190,90000,3,12,36.5,19,0,19.8,33
26-03-2013,90000,85000,61190,90000,12,3,33.8,16.9,34.1,19.8,33
27-03-2013,90000,85000,61190,90000,13,6,35.5,19.7,5.6,19.8,33
28-03-2013,90000,85000,61190,90000,16,4,33.4,19.2,88.6,19.8,33
29-03-2013,90000,85000,61190,90000,15,5,34,19.9,11.3,19.8,33
30-03-2013,90000,85000,61190,90000,16,6,30.2,19.7,32.1,19.8,33
31-03-2013,89400,85000,60400,89400,18,8,29,18.5,91,19.8,33
01-04-2013,89400,85000,60400,89400,19,8,32.6,19.4,30.5,19.8,33
02-04-2013,89400,85000,60400,89400,19,9,33.1,24.9,2.2,19.8,33
03-04-2013,89400,85000,60400,89400,29,9,32.9,25.2,19.6,19.8,33
04-04-2013,89400,85000,60400,89400,23,11,32,25.3,42.4,19.8,33
05-04-2013,89400,85000,60400,89400,29,6,31.3,24,99.2,19.8,33
06-04-2013,89400,85000,60400,89400,32,6,30.6,24.3,97.4,19.8,33
07-04-2013,87000,85600,60000,87000,30,8,29.7,19.9,65.8,19.8,33
08-04-2013,87000,85600,60000,87000,19,12,31.9,25.4,3,19.8,33
09-04-2013,87000,85600,60000,87000,19,12,31.3,24.7,25.5,19.8,33
10-04-2013,87000,85600,60000,87000,19,6,29.8,24,40.2,19.8,33
11-04-2013,87000,85600,60000,87000,24,7,30.5,25.3,119.4,19.8,33
12-04-2013,87000,85600,60000,87000,19,8,32,24.6,0,19.8,33
13-04-2013,87000,85600,60000,87000,24,12,31.3,24.7,1.8,19.8,33
14-04-2013,87000,86000,60000,87000,43,12,31.3,19.2,0,19.8,33
15-04-2013,87000,86000,60000,87000,19,8,24.2,19.3,24.5,19.8,33
16-04-2013,87000,86000,60000,87000,64,11,24.3,19.5,1.4,19.8,33
17-04-2013,87000,86000,60000,87000,23,11,24.9,19.6,19.4,19.8,33
18-04-2013,87000,86000,60000,87000,18,8,24.2,19.6,51.4,19.8,33
19-04-2013,87000,86000,60000,87000,19,8,24.5,19.4,4.8,19.8,33
20-04-2013,87000,86000,60000,87000,16,6,29.6,19.1,3.8,19.8,33
21-04-2013,87000,86000,60000,87000,16,6,24.9,19.8,0,19.8,33
22-04-2013,87000,86000,60000,87000,24,8,23.4,14.5,0,19.8,33
23-04-2013,87000,86000,60000,87000,19,12,29.5,17.3,0,19.8,33
24-04-2013,87000,86000,60000,87000,18,12,29.5,17,0,19.8,33
25-04-2013,87000,86000,60000,87000,14,12,24.2,17.6,31.2,19.8,33
26-04-2013,87000,86000,60000,87000,9,12,24,17.5,5.4,19.8,33
27-04-2013,87000,86000,60000,87000,9,16,30.3,19.6,0,19.8,33
28-04-2013,87000,86000,60000,87000,12,14,29.6,17.6,0,19.8,33
29-04-2013,87000,86000,60000,87000,11,18,30.3,18.9,0,19.8,33
30-04-2013,87000,86000,60000,87000,12,17,30.3,17.7,0,19.8,33
01-05-2013,87000,86000,60000,87000,12,15,31.3,18.9,0,19.8,33
02-05-2013,87000,86000,60000,87000,12,14,32,19.5,0,19.8,33
03-05-2013,87000,86000,60000,87000,8,19,33.9,19.2,0,19.8,33
04-05-2013,87000,86000,60000,87000,8,19,34.8,19.4,0,19.8,33
05-05-2013,87000,86000,60000,87000,9,16,35.2,25.2,0,19.8,33
06-05-2013,87000,86000,60000,87000,5,11,34.5,24.7,0,19.8,33
07-05-2013,87000,86000,60000,87000,7,15,35.2,25.1,0,19.8,33
08-05-2013,87000,86000,60000,87000,7,18,35.4,25.2,0,19.8,33
09-05-2013,87000,86000,60000,87000,11,19,36.3,25.5,0,19.8,33
10-05-2013,87000,86000,60000,87000,9,15,37.5,25.5,0,19.8,33
11-05-2013,87000,86000,60000,87000,7,13,40.6,30.2,0,19.8,33
12-05-2013,87000,86000,60000,87000,8,8,38.1,24.5,5.6,19,76
13-05-2013,87000,86000,60000,87000,14,9,33.4,23.2,2.6,19,76
14-05-2013,87000,86000,60000,87000,16,11,33.1,24.7,24.4,19,76
15-05-2013,87000,86000,60000,87000,16,12,30.5,24.6,33.2,19,76
16-05-2013,87000,86000,60000,87000,12,12,24.3,19.3,47.2,19,76
17-05-2013,87000,86000,60000,87000,13,8,31.9,25.3,55.2,19,76
18-05-2013,87000,86000,60000,87000,13,7,31.1,25.2,42.1,19,76
19-05-2013,87000,86000,60000,87000,11,7,32.6,25.5,12.2,19,76
20-05-2013,87000,86000,60000,87000,11,7,29.8,25.2,39,19,76
21-05-2013,87000,86000,60000,87000,12,7,31.1,25.2,127.8,19,76
22-05-2013,87000,86000,60000,87000,13,7,32.6,25.4,43.8,19,76
23-05-2013,87000,86000,60000,87000,13,6,23.2,19.1,44,19,76
24-05-2013,87000,86000,60000,87000,12,7,29.8,25.3,35.6,19,76
25-05-2013,87000,86000,60000,87000,19,12,29.7,25.3,35.2,19,76
26-05-2013,87000,87000,60000,87000,17,7,29.8,25.2,14.8,19,76
27-05-2013,87000,87000,60000,87000,12,8,19.8,18,42,19,76
28-05-2013,87000,87000,60000,87000,7,5,30,25.1,149.4,19,76
29-05-2013,87000,87000,60000,87000,14,8,29.6,25.4,44.8,19,76
30-05-2013,87000,87000,60000,87000,13,8,31.1,24.9,86.8,19,76
31-05-2013,87000,87000,60000,87000,11,8,31.9,19.1,5.6,19,76
01-06-2013,87000,87000,60000,87000,15,8,30.5,19.4,23.6,19,76
02-06-2013,87000,87000,60000,87000,18,9,31.1,19.9,1.1,19,76
03-06-2013,87000,87000,60000,87000,17,7,31.1,19.9,0,19,76
04-06-2013,87000,87000,60000,87000,13,7,29.6,19,1.1,19,76
05-06-2013,87000,87000,60000,87000,18,8,31.2,19.1,1.6,19,76
06-06-2013,87000,87000,60000,87000,16,9,31.4,19.8,0,19,76
07-06-2013,87000,87000,60000,87000,14,8,29.9,19.9,46.2,19,76
08-06-2013,87000,87000,60000,87000,14,9,29.6,19.1,0,19,76
09-06-2013,87000,87000,60000,87000,14,8,31.1,19.3,0,19,76
10-06-2013,87000,87000,60000,87000,12,12,29.5,17,0,19,76
11-06-2013,87000,87000,60000,87000,12,12,24.2,17.6,31.2,19,76
12-06-2013,87000,87000,60000,87000,11,13,24,17.5,5.4,19,76
13-06-2013,87000,87000,60000,87000,12,19,30.3,19.6,0,19,76
14-06-2013,87000,87000,60000,87000,13,17,29.6,17.6,0,19,76
15-06-2013,87000,87000,60000,87000,8,24,30.3,18.9,0,19,76
16-06-2013,87000,87000,60800,87000,16,25,30.3,17.7,0,19,76
17-06-2013,87000,87000,60800,87000,4,19,31.3,18.9,0,19,76
18-06-2013,87000,87000,60800,87000,5,25,32,19.5,0,19,76
19-06-2013,87000,87000,60800,87000,5,19,33.9,19.2,0,19,76
20-06-2013,87000,87000,60800,87000,3,24,34.8,19.4,0,19,76
21-06-2013,87000,87000,60800,87000,3,19,35.2,25.2,0,19,76
22-06-2013,87000,87000,60800,87000,16,24,34.5,24.7,0,19,76
23-06-2013,87000,87400,61667,87000,3,30,35.2,25.1,0,19,76
24-06-2013,87000,87400,61667,87000,12,19,35.4,25.2,0,19,76
25-06-2013,87000,87400,61667,87000,17,25,36.3,25.5,0,19,76
26-06-2013,87000,87400,61667,87000,14,25,37.5,25.5,0,19,76
27-06-2013,87000,87400,61667,87000,12,19,40.6,30.2,0,19,76
28-06-2013,87000,87400,61667,87000,7,7,38.1,24.5,5.6,18.8,82
29-06-2013,87000,87400,61667,87000,12,7,33.4,23.2,2.6,18.8,82
30-06-2013,87000,89333,61912,87000,8,8,33.1,24.7,24.4,18.8,82
01-07-2013,87000,89333,61912,87000,11,7,30.5,24.6,33.2,18.8,82
02-07-2013,87000,89333,61912,87000,15,8,24.3,19.3,47.2,18.8,82
03-07-2013,87000,89333,61912,87000,16,7,31.9,25.3,55.2,18.8,82
04-07-2013,87000,89333,61912,87000,17,7,31.1,25.2,42.1,18.8,82
05-07-2013,87000,89333,61912,87000,15,6,32.6,25.5,12.2,18.8,82
06-07-2013,87000,89333,61912,87000,16,9,29.8,25.2,39,18.8,82
07-07-2013,89600,90600,66191,89600,14,9,31.1,25.2,127.8,18.8,82
08-07-2013,89600,90600,66191,89600,15,7,32.6,25.4,43.8,18.8,82
09-07-2013,89600,90600,66191,89600,11,6,30.6,24.8,44,18.8,82
10-07-2013,89600,90600,66191,89600,12,6,29.8,25.3,35.6,18.8,82
11-07-2013,89600,90600,66191,89600,15,6,29.7,25.3,35.2,18.8,82
12-07-2013,89600,90600,66191,89600,13,6,29.8,25.2,14.8,18.8,82
13-07-2013,89600,90600,66191,89600,11,6,30.4,25.1,44.6,18.8,82
14-07-2013,91912,97191,65000,91912,14,7,34.3,25,17.4,18.8,82
15-07-2013,91912,97191,65000,91912,13,6,35.4,25.6,0,18.8,82
16-07-2013,91912,97191,65000,91912,14,6,34.4,24.6,0,18.8,82
17-07-2013,91912,97191,65000,91912,7,5,33.4,19.6,0,18.8,82
18-07-2013,91912,97191,65000,91912,13,6,32.1,19.7,0,18.8,82
19-07-2013,91912,97191,65000,91912,17,6,30.9,19.1,29,18.8,82
20-07-2013,91912,97191,65000,91912,18,6,32.1,19.6,0,18.8,82
21-07-2013,91912,96000,65000,91912,19,7,30.4,19,0,18.8,82
22-07-2013,91912,96000,65000,91912,17,9,31.9,19.6,1.6,18.8,82
23-07-2013,91912,96000,65000,91912,16,6,24.6,19.1,185.6,18.8,82
24-07-2013,91912,96000,65000,91912,19,7,29.6,19.9,0,18.8,82
25-07-2013,91912,96000,65000,91912,17,7,29.3,19,0,18.8,82
26-07-2013,91912,96000,65000,91912,17,8,30.1,17.9,0,18.8,82
27-07-2013,91912,96000,65000,91912,14,8,29.5,17,0,18.8,82
28-07-2013,98000,96000,69191,98000,14,12,24.2,17.6,31.2,18.8,82
29-07-2013,98000,96000,69191,98000,8,12,24,17.5,5.4,18.8,82
30-07-2013,98000,96000,69191,98000,9,13,30.3,19.6,0,18.8,82
31-07-2013,98000,96000,69191,98000,12,18,29.6,17.6,0,18.8,82
01-08-2013,98000,96000,69191,98000,11,19,30.3,18.9,0,18.8,82
02-08-2013,98000,96000,69191,98000,9,19,30.3,17.7,0,18.8,82
03-08-2013,98000,96000,69191,98000,11,19,31.3,18.9,0,18.8,82
04-08-2013,121912,124191,70000,121912,11,16,32,19.5,0,18.8,82
05-08-2013,121912,124191,70000,121912,13,14,33.9,19.2,0,18.8,82
06-08-2013,121912,124191,70000,121912,9,19,34.8,19.4,0,18.8,82
07-08-2013,121912,124191,70000,121912,13,19,35.2,25.2,0,18.8,82
08-08-2013,121912,124191,70000,121912,8,17,34.5,24.7,0,18.8,82
09-08-2013,121912,124191,70000,121912,12,16,35.2,25.1,0,18.8,82
10-08-2013,121912,124191,70000,121912,5,12,35.4,25.2,0,18.8,82
11-08-2013,125000,128000,68400,125000,6,14,36.3,25.5,0,18.8,82
12-08-2013,125000,128000,68400,125000,5,14,37.5,25.5,0,18.8,82
13-08-2013,125000,128000,68400,125000,4,12,40.6,30.2,0,18.8,82
14-08-2013,125000,128000,68400,125000,5,12,40.4,29.5,0.6,18.8,82
15-08-2013,125000,128000,68400,125000,11,9,38.1,24.5,5.6,18.8,82
16-08-2013,125000,128000,68400,125000,13,8,33.4,23.2,2.6,18.8,82
17-08-2013,125000,128000,68400,125000,14,9,33.1,24.7,24.4,18.8,82
18-08-2013,114000,123000,68000,114000,12,7,30.5,24.6,33.2,18.8,82
19-08-2013,114000,123000,68000,114000,11,7,24.3,19.3,47.2,18.8,82
20-08-2013,114000,123000,68000,114000,12,6,33.1,25.2,19.6,18.8,82
21-08-2013,114000,123000,68000,114000,15.67,7.67,30.93,19.03,67.13,19.87,63.67
22-08-2013,114000,123000,68000,114000,17,7.33,31.6,19.6,38.2,19.87,63.67
23-08-2013,114000,123000,68000,114000,15.67,7.33,32.77,25.3,8.87,19.87,63.67
24-08-2013,114000,123000,68000,114000,18.67,8.33,30.83,25.2,33.2,19.87,63.67
25-08-2013,115000,128800,68000,115000,17.33,9,31.4,25.2,86,19.87,63.67
26-08-2013,115000,128800,68000,115000,19,6.67,32.17,24.93,62.24,19.87,63.67
27-08-2013,115000,128800,68000,115000,18.67,6,29.13,19.4,61.8,19.87,63.67
28-08-2013,115000,128800,68000,115000,17.33,7,29.77,24.83,45.67,19.87,63.67
29-08-2013,115000,128800,68000,115000,19,8.67,30.43,25.33,24.47,19.87,63.67
30-08-2013,115000,128800,68000,115000,17,7.67,30.3,25.03,18.37,19.87,63.67
31-08-2013,115000,128800,68000,115000,14,6.67,24.33,19.37,42.24,19.87,63.67
01-09-2013,115000,127600,66000,115000,16.33,6.33,31.6,25.13,96.4,19.87,63.67
02-09-2013,115000,127600,66000,115000,15.33,7.33,32.33,25.2,14.93,19.87,63.67
03-09-2013,115000,127600,66000,115000,18.33,8,32.24,24.73,29.53,19.87,63.67
04-09-2013,115000,127600,66000,115000,19.33,7.67,32.2,19.97,1.87,19.87,63.67
05-09-2013,115000,127600,66000,115000,17,7.33,30.24,19.13,17.03,19.87,63.67
06-09-2013,115000,127600,66000,115000,33,8.67,30.1,19.83,12.5,19.87,63.67
07-09-2013,115000,127600,66000,115000,19.33,8,30.7,19.03,6.8,19.87,63.67
08-09-2013,113750,123750,66000,113750,16.67,7.33,29.4,19.87,17.5,19.87,63.67
09-09-2013,113750,123750,66000,113750,18,8.33,30.2,19.03,2.67,19.87,63.67
10-09-2013,113750,123750,66000,113750,16,7,29.87,19.67,63.13,19.87,63.67
11-09-2013,113750,123750,66000,113750,16.67,7,29.47,19.53,15.4,19.87,63.67
12-09-2013,113750,123750,66000,113750,19.33,8,24.43,17.53,0,19.87,63.67
13-09-2013,113750,123750,66000,113750,19.05,4.86,30.35,24.37,37.84,19.08,63.41
14-09-2013,113750,123750,66000,113750,14,12,24.2,17.6,31.2,18.8,82
15-09-2013,111900,119000,69000,111900,8,12,24,17.5,5.4,18.8,82
16-09-2013,111900,119000,69000,111900,9,13,30.3,19.6,0,18.8,82
17-09-2013,111900,119000,69000,111900,12,18,29.6,17.6,0,18.8,82
18-09-2013,111900,119000,69000,111900,11,19,30.3,18.9,0,18.8,82
19-09-2013,111900,119000,69000,111900,9,19,30.3,17.7,0,18.8,82
20-09-2013,111900,119000,69000,111900,11,19,31.3,18.9,0,18.8,82
21-09-2013,111900,119000,69000,111900,11,16,32,19.5,0,18.8,82
22-09-2013,128000,119000,70000,128000,13,14,33.9,19.2,0,18.8,82
23-09-2013,128000,119000,70000,128000,9,19,34.8,19.4,0,18.8,82
24-09-2013,128000,119000,70000,128000,13,19,35.2,25.2,0,18.8,82
25-09-2013,128000,119000,70000,128000,8,17,34.5,24.7,0,18.8,82
26-09-2013,128000,119000,70000,128000,12,16,35.2,25.1,0,18.8,82
27-09-2013,128000,119000,70000,128000,5,12,35.4,25.2,0,18.8,82
28-09-2013,128000,119000,70000,128000,6,14,36.3,25.5,0,18.8,82
29-09-2013,135000,124600,70000,135000,5,14,37.5,25.5,0,18.8,82
30-09-2013,135000,124600,70000,135000,4,12,40.6,30.2,0,18.8,82
01-10-2013,135000,124600,70000,135000,5,12,40.4,29.5,0.6,18.8,82
02-10-2013,135000,124600,70000,135000,11,9,38.1,24.5,5.6,18.8,82
03-10-2013,135000,124600,70000,135000,13,8,33.4,23.2,2.6,18.8,82
04-10-2013,135000,124600,70000,135000,14,9,33.1,24.7,24.4,18.8,82
05-10-2013,135000,124600,70000,135000,12,7,30.5,24.6,33.2,18.8,82
06-10-2013,134191,126000,68191,134191,11,7,24.3,19.3,47.2,18.8,82
07-10-2013,134191,126000,68191,134191,12,6,33.1,25.2,19.6,18.8,82
08-10-2013,134191,126000,68191,134191,15.67,7.67,30.93,19.03,67.13,19.87,63.67
09-10-2013,134191,126000,68191,134191,17,7.33,31.6,19.6,38.2,19.87,63.67
10-10-2013,134191,126000,68191,134191,15.67,7.33,32.77,25.3,8.87,19.87,63.67
11-10-2013,134191,126000,68191,134191,18.67,8.33,30.83,25.2,33.2,19.87,63.67
12-10-2013,134191,126000,68191,134191,17.33,9,31.4,25.2,86,19.87,63.67
13-10-2013,125800,123000,69400,125800,19,6.67,32.17,24.93,62.24,19.87,63.67
14-10-2013,125800,123000,69400,125800,18.67,6,29.13,19.4,61.8,19.87,63.67
15-10-2013,125800,123000,69400,125800,17.33,7,29.77,24.83,45.67,19.87,63.67
16-10-2013,125800,123000,69400,125800,19,8.67,30.43,25.33,24.47,19.87,63.67
17-10-2013,125800,123000,69400,125800,17,7.67,30.3,25.03,18.37,19.87,63.67
18-10-2013,125800,123000,69400,125800,14,6.67,24.33,19.37,42.24,19.87,63.67
19-10-2013,125800,123000,69400,125800,16.33,6.33,31.6,25.13,96.4,19.87,63.67
20-10-2013,123800,98800,70000,123800,15.33,7.33,32.33,25.2,14.93,19.87,63.67
21-10-2013,123800,98800,70000,123800,18.33,8,32.24,24.73,29.53,19.87,63.67
22-10-2013,123800,98800,70000,123800,19.33,7.67,32.2,19.97,1.87,19.87,63.67
23-10-2013,123800,98800,70000,123800,17,7.33,30.24,19.13,17.03,19.87,63.67
24-10-2013,123800,98800,70000,123800,33,8.67,30.1,19.83,12.5,19.87,63.67
25-10-2013,123800,98800,70000,123800,19.33,8,30.7,19.03,6.8,19.87,63.67
26-10-2013,123800,98800,70000,123800,2,7.33,29.4,19.87,17.5,19.87,63.67
27-10-2013,198000,93000,70000,198000,18,8.33,30.2,19.03,2.67,19.87,63.67
28-10-2013,198000,93000,70000,198000,16,7,29.87,19.67,63.13,19.87,63.67
29-10-2013,198000,93000,70000,198000,16.67,7,29.47,19.53,15.4,19.87,63.67
30-10-2013,198000,93000,70000,198000,19.33,8,24.43,17.53,0,19.87,63.67
31-10-2013,198000,93000,70000,198000,19.05,4.86,30.35,24.37,37.84,19.08,63.41
01-11-2013,198000,93000,70000,198000,19.33,8,30.7,19.03,6.8,19.87,63.67
02-11-2013,198000,93000,70000,198000,16.67,7.33,29.4,19.87,17.5,19.87,63.67
03-11-2013,187000,83000,68667,187000,18,8.33,30.2,19.03,2.67,19.87,63.67
04-11-2013,187000,83000,68667,187000,16.67,7.33,29.4,19.87,17.5,19.87,63.67
05-11-2013,187000,83000,68667,187000,19,12,32.5,18,0,15.2,65.2
06-11-2013,187000,83000,68667,187000,19,12,36,17.6,0,15.2,65.2
07-11-2013,187000,83000,68667,187000,23,16,36.7,19.3,0,15.2,65.2
08-11-2013,187000,83000,68667,187000,19,16,36.5,19.6,0,15.2,65.2
09-11-2013,187000,83000,68667,187000,19,13,35.7,19.4,2.5,15.2,65.2
